id,name_ja,name_en,local_name,ingredient_family,base_ingredients,form,shape,processing,cooking_method,fermented,texture,region,country_area,served_with,staple_level,search_keywords,similar_foods,notes,source_url,confidence,review_status,production_volume_note,price_level,cultivation_ease,satiety_level,calories_kcal_per_100g,calorie_basis,deliciousness_level,sweetness_level,taste_profile,storage_duration,storage_method,popularity_level,metrics_source_url,metrics_confidence,metrics_note
234,ロスティ,Rosti,Rösti,tuber,potato,potato cake,円形/焼き固め,すりおろす,焼く,false,外はカリッと/中柔らかい,Europe,Switzerland,"卵, チーズ, 肉",common_meal,"じゃがいも,スイス",ポテトパンケーキ,細切りじゃがいもを焼く料理,https://en.wikipedia.org/wiki/Rosti,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium,low,"mild, toasty",medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
235,フラムクーヘン,Flammkuchen,Flammkuchen,grain,wheat,thin flatbread,薄焼き,製粉/伸ばす,焼く,false,薄い/ぱりっと,Europe,"Alsace, Germany","クリーム, 玉ねぎ",common_meal,"小麦,薄焼き,欧州",ピザ,薄い生地の焼き料理,https://en.wikipedia.org/wiki/Flammkuchen,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
236,ピザ,Pizza,Pizza,grain,wheat,flatbread,円形/薄焼き,製粉/発酵,焼く,true,外は香ばしい/多様,Europe/Global,"Italy, Global","チーズ, トマト",common_meal,"小麦,焼く,イタリア",フォカッチャ,発酵生地に具をのせて焼く料理,https://en.wikipedia.org/wiki/Pizza,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
237,カルツォーネ,Calzone,Calzone,grain,wheat,folded pizza,半月形,包む,焼く,true,パン状/具入り,Europe,Italy,"チーズ, トマト",common_meal,"小麦,包む,イタリア",ピザ,折りたたみピザ,https://en.wikipedia.org/wiki/Calzone,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,260,bread/cooked average,subjective_medium,low,"fermented, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
238,ファリナータ,Farinata,Farinata,legume,chickpea flour,pancake,薄焼き,豆粉生地,焼く,false,香ばしい/薄い,Europe,Italy,オリーブ油,common_side,"ひよこ豆,薄焼き,イタリア",ソッカ,ひよこ豆粉の薄焼き,https://en.wikipedia.org/wiki/Farinata,0.55,needs_review,high_pulse_crop; see FAOSTAT pulses,medium,medium,high,230,prepared flatbread average,subjective_medium,low,"mild, toasty",long,dry chickpeas airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
239,ソッカ,Socca,Socca,legume,chickpea flour,pancake,薄焼き,豆粉生地,焼く,false,香ばしい/薄い,Europe,France,オリーブ油,common_side,"ひよこ豆,薄焼き,フランス",ファリナータ,南仏のひよこ豆薄焼き,https://en.wikipedia.org/wiki/Socca,0.55,needs_review,high_pulse_crop; see FAOSTAT pulses,medium,medium,high,230,prepared flatbread average,subjective_medium,low,"mild, toasty",long,dry chickpeas airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
240,ポレンタフライ,Fried polenta,Fried polenta,grain,maize,fried cake,棒/塊,粥を固める,揚げる,false,外はカリッと/中柔らかい,Europe,Italy,"ソース, チーズ",common_side,"とうもろこし,揚げる",ポレンタ,固めたポレンタを揚げる料理,https://en.wikipedia.org/wiki/Fried_polenta,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium_high,medium,260,fried prepared food estimate,subjective_medium,low,mild,long,dry grain/flour airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
241,アランチーニ,Arancini,Arancini,grain,rice,fried rice ball,丸い団子,炊く/成形,揚げる,false,外はカリッと/中柔らかい,Europe,Italy,"チーズ, ソース",common_snack,"米,団子,揚げる,イタリア",おにぎり,米を丸めて揚げた料理,https://en.wikipedia.org/wiki/Arancini,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,260,fried prepared food estimate,subjective_medium,low,mild,medium,dry grain in airtight container,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
242,ライスプディング,Rice pudding,Rice pudding,grain,rice,pudding,粥/デザート,煮る,煮る,false,甘い/柔らかい,Global,Global,"牛乳, 砂糖",common_dessert,"米,甘い,粥",粥,米を牛乳などで煮る料理,https://en.wikipedia.org/wiki/Rice_pudding,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
243,セモリナプディング,Semolina pudding,Semolina pudding,grain,wheat semolina,pudding,粥,セモリナ,煮る,false,甘い/柔らかい,Europe/Global,Global,"牛乳, 砂糖",common_dessert,"小麦,セモリナ,甘い",ウプマ,セモリナを甘く煮る料理,https://en.wikipedia.org/wiki/Semolina_pudding,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,80,cooked porridge average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
244,モロッコパン,Moroccan bread,Khobz,grain,wheat,bread,丸いパン,製粉/発酵,焼く,true,密度あり/柔らかい,North Africa,Morocco,"タジン, スープ",primary_staple,"小麦,パン,モロッコ",ホブズ,モロッコの丸いパン,https://en.wikipedia.org/wiki/Moroccan_bread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
245,ムスンメン,Msemen,Msemen,grain,wheat,layered flatbread,四角い薄焼き,練る/折る,焼く,false,もちっと/層状,North Africa,Morocco,"蜂蜜, チーズ",common_breakfast,"小麦,薄焼き,モロッコ",パラータ,層状の薄焼きパン,https://en.wikipedia.org/wiki/Msemen,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
246,バグリール,Baghrir,Baghrir,grain,wheat semolina,pancake,穴あき薄焼き,発酵生地,焼く,true,ふわっと/穴あき,North Africa,"Morocco, Algeria","蜂蜜, バター",common_breakfast,"小麦,発酵,パンケーキ",パンケーキ,千の穴のパンケーキ,https://en.wikipedia.org/wiki/Baghrir,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,230,prepared flatbread average,subjective_medium,low,"fermented, toasty",long,dry flour/grain airtight,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
247,シャクシュカとパン,Shakshuka with bread,Shakshuka + bread,grain,wheat,bread with stew,パン/煮込み,発酵/焼く,焼く,true,柔らかい/ソース,North Africa/Middle East,"Maghreb, Levant","卵, トマト",common_meal,"小麦,パン,北アフリカ",ホブズ,パンを卵トマト煮込みと食べる,https://en.wikipedia.org/wiki/Shakshuka_with_bread,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
248,エイシバラディ,Eish baladi,Eish baladi,grain,wheat,flatbread,丸い薄パン,製粉/発酵,焼く,true,柔らかい,North Africa,Egypt,"豆, 野菜, ディップ",primary_staple,"小麦,パン,エジプト",ピタ,エジプトの日常パン,https://en.wikipedia.org/wiki/Eish_baladi,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
249,フールとパン,Ful medames with bread,Ful + bread,legume_grain,"fava beans, wheat",beans with bread,煮豆+パン,煮る/焼く,煮る,false,豆/柔らかい,North Africa/Middle East,"Egypt, Levant","パン, 油, 野菜",primary_component,"豆,パン,エジプト",フムスとパン,豆料理とパンの組み合わせ,https://en.wikipedia.org/wiki/Ful_medames_with_bread,0.55,needs_review,high_pulse_crop; see FAOSTAT pulses,low,medium,high,127,cooked beans,subjective_medium_high,low,mild,short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
250,インスタントラーメン,Instant noodles,Instant noodles,grain,wheat,instant noodle,縮れ麺,揚げ/乾燥,茹でる,false,弾力/塩味,Global,Global,"スープ, 調味料",common_meal,"小麦,麺,即席",ラーメン,乾燥または揚げた即席麺,https://en.wikipedia.org/wiki/Instant_noodles,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
251,そうめん,Somen,Somen,grain,wheat,noodle,極細麺,製粉/延ばす/乾燥,茹でる,false,つるつる/細い,East Asia,Japan,"つゆ, 薬味",common_meal,"小麦,細麺,日本",うどん,細い小麦麺,https://en.wikipedia.org/wiki/Somen,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
252,ひやむぎ,Hiyamugi,Hiyamugi,grain,wheat,noodle,細麺,製粉/延ばす/乾燥,茹でる,false,つるつる,East Asia,Japan,"つゆ, 薬味",common_meal,"小麦,麺,日本",そうめん,そうめんより太めの小麦麺,https://en.wikipedia.org/wiki/Hiyamugi,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
253,焼きそば,Yakisoba,Yakisoba,grain,wheat,noodle stir-fry,中華麺,製麺,炒める,false,弾力/ソース,East Asia,Japan,"野菜, 肉",common_meal,"小麦,麺,炒める,日本",ミーゴレン,炒めた小麦麺,https://en.wikipedia.org/wiki/Yakisoba,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
254,ちゃんぽん,Champon,Champon,grain,wheat,noodle soup,太め麺,製麺,茹でる,false,スープ/具だくさん,East Asia,Japan,"魚介, 野菜",common_meal,"小麦,麺,スープ,日本",ラーメン,具だくさんの麺料理,https://en.wikipedia.org/wiki/Champon,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
255,冷麺,Naengmyeon,Naengmyeon,pseudocereal,"buckwheat, potato starch",cold noodle,細麺,製粉/澱粉,茹でる,false,弾力/冷たい,East Asia,Korea,"冷たいスープ, 酢",common_meal,"そば,麺,韓国",蕎麦,韓国の冷たい麺,https://en.wikipedia.org/wiki/Naengmyeon,0.55,needs_review,regional_pseudocereal,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"mild, nutty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
256,チャプチェ,Japchae,Japchae,tuber,sweet potato starch,glass noodle,透明麺,澱粉抽出,炒める,false,弾力/つるつる,East Asia,Korea,"野菜, 肉",common_meal,"さつまいも澱粉,麺,韓国",春雨,澱粉麺の炒め物,https://en.wikipedia.org/wiki/Japchae,0.55,needs_review,high_root_crop; see FAOSTAT,low,medium_high,high,150,cooked noodle/pasta average,subjective_medium,medium,sweet,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
257,春雨,Glass noodles,Cellophane noodles,legume_root,"mung bean starch, potato starch",glass noodle,透明麺,澱粉抽出/乾燥,茹でる/炒める,false,つるつる/弾力,East Asia,"China, East Asia","鍋, 炒め物",common_side,"澱粉,麺,透明",チャプチェ,澱粉から作る透明麺,https://en.wikipedia.org/wiki/Glass_noodles,0.55,needs_review,high_pulse_crop; see FAOSTAT pulses,low,medium,high,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
258,米線,Mixian,Mixian,grain,rice,rice noodle,丸麺,米粉化,茹でる,false,つるつる,East Asia,"China, Yunnan","スープ, 具材",common_meal,"米,麺,雲南",フォー,雲南の米麺,https://en.wikipedia.org/wiki/Mixian,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
259,クイティオ,Kway teow,Kway teow,grain,rice,flat rice noodle,平麺,米粉化,炒める/茹でる,false,つるつる,Southeast Asia,"Malaysia, Singapore, Thailand","ソース, 肉, 野菜",common_meal,"米,平麺,東南アジア",フォー,東南アジアの平米麺,https://en.wikipedia.org/wiki/Kway_teow,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
260,ラクサ麺,Laksa noodles,Laksa,grain,rice/wheat,noodle soup,麺,製麺,茹でる,false,スープ/香辛料,Southeast Asia,"Malaysia, Singapore","ココナッツカレー, 魚介",common_meal,"麺,ラクサ,東南アジア",カオソーイ,スパイシーな麺スープ,https://en.wikipedia.org/wiki/Laksa_noodles,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
261,バクソ麺,Bakso noodles,Bakso mi,grain,wheat,noodle soup,麺,製麺,茹でる,false,スープ/弾力,Southeast Asia,Indonesia,"肉団子, スープ",common_meal,"麺,インドネシア",ラーメン,肉団子入り麺料理,https://en.wikipedia.org/wiki/Bakso_noodles,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
262,マカロニアンドチーズ,Macaroni and cheese,Mac and cheese,grain,wheat,pasta casserole,短い麺,製麺/茹でる,焼く/煮る,false,クリーミー,North America,United States,"チーズ, 牛乳",common_meal,"小麦,パスタ,チーズ",パスタ,マカロニをチーズソースで和える料理,https://en.wikipedia.org/wiki/Macaroni_and_cheese,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
263,スパゲッティ,Spaghetti,Spaghetti,grain,durum wheat,pasta,細長い麺,製麺/乾燥,茹でる,false,弾力,Europe/Global,"Italy, Global","ソース, チーズ",common_meal,"小麦,パスタ,イタリア",パスタ,細長いパスタ,https://en.wikipedia.org/wiki/Spaghetti,0.55,needs_review,high_global_crop; see FAOSTAT wheat,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,global_common,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
264,ラザニア,Lasagna,Lasagne,grain,wheat,pasta casserole,シート状,製麺/層にする,焼く,false,層状/柔らかい,Europe,Italy,"ソース, チーズ, 肉",common_meal,"小麦,シート,イタリア",パステロン,シートパスタを重ね焼きする料理,https://en.wikipedia.org/wiki/Lasagna,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
265,ラビオリ,Ravioli,Ravioli,grain,wheat,stuffed pasta,包み,製麺/包む,茹でる,false,もちっと/具入り,Europe,Italy,"ソース, チーズ",common_meal,"小麦,パスタ,包む",ピエロギ,詰め物入りパスタ,https://en.wikipedia.org/wiki/Ravioli,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
266,カネロニ,Cannelloni,Cannelloni,grain,wheat,tubular pasta,筒状,製麺/詰める,焼く,false,柔らかい/具入り,Europe,Italy,"ソース, チーズ",common_meal,"小麦,筒,イタリア",ラザニア,筒状パスタに具を詰めて焼く料理,https://en.wikipedia.org/wiki/Cannelloni,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
267,オルゾ,Orzo,Orzo,grain,wheat,pasta,米粒状,製麺,茹でる,false,小粒/弾力,Europe/Mediterranean,"Italy, Greece","スープ, ソース",common_side,"小麦,粒状,パスタ",クスクス,米粒状のパスタ,https://en.wikipedia.org/wiki/Orzo,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
268,タリアテッレ,Tagliatelle,Tagliatelle,grain,wheat,pasta,平麺,製麺,茹でる,false,弾力/平たい,Europe,Italy,"ソース, 肉",common_meal,"小麦,平麺,イタリア",フェットチーネ,幅広い卵入りパスタ,https://en.wikipedia.org/wiki/Tagliatelle,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
269,フェットチーネ,Fettuccine,Fettuccine,grain,wheat,pasta,平麺,製麺,茹でる,false,弾力/平たい,Europe,Italy,クリームソース,common_meal,"小麦,平麺,イタリア",タリアテッレ,幅広いパスタ,https://en.wikipedia.org/wiki/Fettuccine,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
270,リガトーニ,Rigatoni,Rigatoni,grain,wheat,pasta,筒状,製麺,茹でる,false,弾力,Europe,Italy,"ソース, チーズ",common_meal,"小麦,筒,パスタ",ペンネ,太い筒状パスタ,https://en.wikipedia.org/wiki/Rigatoni,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
271,ペンネ,Penne,Penne,grain,wheat,pasta,筒状/斜め,製麺,茹でる,false,弾力,Europe,Italy,ソース,common_meal,"小麦,筒,パスタ",リガトーニ,斜め切りの筒状パスタ,https://en.wikipedia.org/wiki/Penne,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
272,ジャガイモ団子,Potato dumplings,Kartoffelknödel,tuber,potato,dumpling,団子,潰す/練る,茹でる,false,もちっと,Europe,Germany,"肉料理, ソース",common_side,"じゃがいも,団子,ドイツ",ニョッキ,じゃがいもで作る団子,https://en.wikipedia.org/wiki/Potato_dumplings,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium,low,mild,medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
273,カルトッフェルプッファー,Kartoffelpuffer,Kartoffelpuffer,tuber,potato,pancake,薄焼き,すりおろす,揚げる/焼く,false,外はカリッと,Europe,Germany,"りんごソース, サワークリーム",common_meal,"じゃがいも,ドイツ",ポテトパンケーキ,ドイツのじゃがいもパンケーキ,https://en.wikipedia.org/wiki/Kartoffelpuffer,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,260,fried prepared food estimate,subjective_medium,low,"mild, toasty",medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
274,バブルアンドスクイーク,Bubble and squeak,Bubble and squeak,tuber,potato,pan-fried mash,焼き固め,潰す/混ぜる,焼く,false,柔らかい/香ばしい,Europe,United Kingdom,"野菜, 肉料理",common_meal,"じゃがいも,英国",ロスティ,残り野菜とじゃがいもの焼き料理,https://en.wikipedia.org/wiki/Bubble_and_squeak,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,260,fried prepared food estimate,subjective_medium,low,"mild, toasty",medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
275,コルカノン,Colcannon,Colcannon,tuber,potato,mash,ペースト,茹でる/潰す,茹でる,false,なめらか,Europe,Ireland,"キャベツ, バター",common_side,"じゃがいも,アイルランド",マッシュポテト,じゃがいもと葉野菜のマッシュ,https://en.wikipedia.org/wiki/Colcannon,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,87,boiled tuber,subjective_medium,low,mild,medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
276,ボクスティ,Boxty,Boxty,tuber,potato,pancake,薄焼き,すりおろす/混ぜる,焼く,false,もちっと,Europe,Ireland,"バター, 肉料理",common_meal,"じゃがいも,薄焼き,アイルランド",ポテトパンケーキ,アイルランドのじゃがいもパンケーキ,https://en.wikipedia.org/wiki/Boxty,0.55,needs_review,very_high_root_crop; see FAOSTAT,low,medium,high,230,prepared flatbread average,subjective_medium,low,"mild, toasty",medium,cool dark ventilated place,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
